Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Lenovo,A7600,aiocu_wtfp,1901MB,Phone,Mediatek MT6752,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3
Explay,Air,Air,974MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,19,2
Hurricane,Air,Air,925MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2
Lenovo,A890e,airbuse,911MB,Phone,Qualcomm MSM8612,540x960,240,armeabi-v7a;armeabi,18,3
Lenovo,A805e,airplayep,897MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,19,3
Lenovo,A768t,airplayt,897MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,19,3
Lenovo,A816,airplayw,897MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,19,3
Aiwa,Z9,AIWA_Z9,926MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Aiwa,Z9 PLUS,AIWA_Z9_PLUS,1927MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
LGE,TBD,aka,1369-1373MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,19;21,3
GSmart,Aku A1,Aku_A1,976MB,Phone,Mediatek MT6589,480x854,240,armeabi-v7a;armeabi,17,2
Zuum,ZUUM AKUS,AKUS,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Haier,AL40,AL40,455MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,23,2
Quanta,True Beyond 4G,al7,824MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,17,2
Alba,Alba_8in,Alba_8in,968MB,Tablet,Mediatek MT8163,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Motorola,Moto Z (2) Play,albus,2878-3637MB,Phone,Qualcomm MSM8953,1080x1920,480,armeabi-v7a;armeabi,25;26,3.2
Vertu,Aster,alexa,1818-1836MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19;22,3
Handheld Group,Algiz RT7,algizRT7,888-1893MB,Tablet,Qualcomm MSM8916,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,22;23,3
Motorola,moto g(6),ali,2856MB,Phone,Qualcomm SDM450,1080x2160,480,armeabi-v7a;armeabi,26,3.2
Motorola,moto g(6),ali_n,2856MB,Phone,Qualcomm SDM450,1080x2160,480,armeabi-v7a;armeabi,26,3.2
ZTE,ZTE C2017,alice,1871MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.1
LGE,LG G5 SE,alicee,2837MB,Phone,Qualcomm MSM8976,1440x2560,640,armeabi-v7a;armeabi,23;24,3.1;3.2
Adart,RX550,ALIGATOR_RX550,1915MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3
Adart,ALIGATOR S4080 Duo,ALIGATOR_S4080,967MB,Phone,Mediatek MT6580M,480x800,213,armeabi-v7a;armeabi,23,2
Adart,S5060 Duo,ALIGATOR_S5060,967MB,Phone,Mediatek MT6580M,480x854,213,armeabi-v7a;armeabi,23,2
Aligator,ALIGATOR S5070,ALIGATOR_S5070,953MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Adart,ALIGATOR S5510 Duo,Aligator_S5510,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Aligator,S5065,ALIGATORS5065,904MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2
Motorola,moto g(6) play,aljeter,2878MB,Phone,Qualcomm MSM8937,720x1440,320,armeabi-v7a;armeabi,26,3.2
Motorola,moto g(6) play,aljeter_n,2878MB,Phone,Qualcomm MSM8937,720x1440,320,armeabi-v7a;armeabi,26,3.2
AllCall,AllCall_Madrid,AllCall_Madrid,953MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
AllCall,AllCall_S1,AllCall_S1,1932MB,Phone,Mediatek MT6580,640x1280,320,armeabi-v7a;armeabi,27,2
AllCall,AllCall_S1_X,AllCall_S1_X,1939MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2
Condor,Allure M1,Allure_M1,3804MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Condor,Allure M1 Plus,Allure_M1_Plus,3834MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Condor,Allure M3,Allure_M3,3765MB,Phone,Mediatek MT6771,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
AllView,E2 Jump,ALLVIEW_E2_Jump,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2
AllView,Viva H10 LTE,Allview_VivaH10LTE_KK,899MB,Tablet,Mediatek MT6732,1280x800,160,armeabi-v7a;armeabi,19,3
AllView,Viva H7 LTE,Allview_VivaH7LTE_KK,904MB,Tablet,Mediatek MT8732,600x1024,160,armeabi-v7a;armeabi,19,3
AllView,Viva H8 LTE,Allview_VivaH8LTE_KK,899MB,Tablet,Mediatek MT8732,800x1280,213,armeabi-v7a;armeabi,19,3
HP,Voice Tab 7,almond,921-949MB,Tablet,Marvell PXA1088,800x1280,213,armeabi-v7a;armeabi,17;19,2
TCT (Alcatel),ALCATEL ONE TOUCH 6032,Alpha,968-970MB,Phone,Mediatek MT6589,720x1280,320,armeabi-v7a;armeabi,17;19,2
MAZE,Alpha,Alpha,3799MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Lanix,Alpha_950,Alpha_950,1854MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3
Lanix,Alpha_950XL,Alpha_950XL,1853MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3
MAZE,Alpha_X,Alpha_X,5809MB,Phone,Mediatek MT6757CD,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
LGE,LG G Pad 8.3 LTE,altev,1766-1783MB,Tablet,Qualcomm APQ8064,1200x1920,320,armeabi-v7a;armeabi,17;19;21,2.0;3.0
LGE,LG G Pad X 8.3,altev2,1882-1884MB,Tablet,Qualcomm MSM8939,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,21;23,3
GSmart,Alto A2,Alto_A2,976MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,17,2
TCT (Alcatel),POP2 (4),alto4,896MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,21,3
TCT (Alcatel),POP2 (4),alto4_8g,896MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,21,3
TCT (Alcatel),POP 2,Alto45,907MB,Phone,Qualcomm MSM8916,480x854,240,armeabi-v7a;armeabi,19,3
Orange,Roya,Alto45,907MB,Phone,Qualcomm MSM8916,480x854,240,armeabi-v7a;armeabi,19,3
TCT (Alcatel),POP2 (4.5),alto45_latam_b28,896MB,Phone,Qualcomm MSM8916,480x854,240,armeabi-v7a;armeabi,21,3
TCT (Alcatel),A450TL,ALTO45_TF,906MB,Phone,Mediatek MT6732,540x960,240,armeabi-v7a;armeabi,19,3
TCT (Alcatel),5042T,ALTO45TMO,906MB,Phone,Mediatek MT6732,540x960,240,armeabi-v7a;armeabi,19,3
TCT (Alcatel),A520L,Alto4EVDO,900MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,19,3
TCT (Alcatel),A521L,Alto4NA,900MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,19,3
TCT (Alcatel),POP 2 (5),alto5,896MB,Phone,Qualcomm MSM8916,480x854,213,armeabi-v7a;armeabi,21,3
TCT (Alcatel),POP 2 (5),alto5_premium,896MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,21,3
TCT (Alcatel),Go PLAY,alto5_sporty,898MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,21,3
TCT (Alcatel),A846L,Alto5TF,890MB,Phone,Qualcomm MSM8916,480x854,240,armeabi-v7a;armeabi,19,3
Kempler Strauss,Alumini 3 Plus,Alumini_3_Plus,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Amgoo,AM350,AM350,941MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Amgoo,AM402,AM402,458MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,23,2
Amgoo,AM410,AM410,926MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2
Amgoo,AM506,AM506,470MB,Phone,Mediatek MT6572,320x480,160,armeabi-v7a;armeabi,19,2
Amgoo,AM508,AM508,921MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2
Amgoo,AM509,AM509,908MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
Amgoo,AM509,AM509-A,907MB,Phone,Mediatek MT6735,480x854,240,armeabi-v7a;armeabi,24,3.1
Amgoo,AM515,AM515,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Amgoo,Amgoo,AM518,921MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2
Amgoo,AM520,AM520,941MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Amgoo,AM530,AM530,909MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
Amgoo,AM535,AM535,866MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Ddm,ANDY 5EI,AM5E3I047,466MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,22,2
Rayan,AM_TAB_7_03,AMAA703,951MB,Phone,Mediatek MT8321,600x1024,213,armeabi-v7a;armeabi,24,2
TaiwanMobile,Amazing_A32,Amazing_A32,870MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
TaiwanMobile,Amazing_A35,Amazing_A35,1949MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
TaiwanMobile,Amazing_A55,Amazing_A55,1898MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
ZTE,Amazing_X3s,Amazing_X3s,934MB,Phone,Mediatek MT6735M,480x854,240,armeabi-v7a;armeabi,22,3
Samsung,Galaxy Discover,amazing3gcri,,Phone,Qualcomm MSM7625A,320x480,160,armeabi-v7a;armeabi,15;16,2
Samsung,Galaxy Discover,amazingtrfcd,,Phone,Qualcomm MSM7625A,320x480,160,armeabi-v7a;armeabi,15,2
X-View,AMBER_KIDS,AMBER_KIDS,983MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2
Kult,Kult Ambition,Ambition,2909MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Huawei,Nexus 6P,angler,2798-2799MB,Phone,Qualcomm MSM8994,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23;24;25;26;27,3.1;3.2
Lenovo,A2020a40,angus3A4,901MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,22,3
Lenovo,A2020a40,angus3A41,901MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,22,3
LGE,Q8,anna,3778-3781MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
AOC,AOC,AOC_A831L-D,1910MB,Tablet,Mediatek MT8735B,800x1280,160,armeabi-v7a;armeabi,24,3.1
Admiral Overseas Corporation,A2272PW4T,AOC_WW,854-1976MB,Tablet,NVidia Tegra 3 T33,1280x672,160,armeabi-v7a;armeabi,16;17,2
Tiwell,AP-115G,AP-115G,1970MB,Tablet,Mediatek MT8321,800x1280,213,armeabi-v7a;armeabi,24,2
Samsung,Galaxy S BlazeQ,apexqtmo,805MB,Phone,Qualcomm MSM8260A,480x800,240,armeabi-v7a;armeabi,15;16,2
ZTE,N9101,apollo,779MB,Phone,"Qualcomm MSM8930,",480x800,240,armeabi-v7a;armeabi,16,2
Lenovo,S820e,applee,752MB,Phone,Qualcomm MSM8625Q,720x1280,320,armeabi-v7a;armeabi,16,2
ZTE,Q301C,APT_TW_P810N30,734MB,Phone,Qualcomm MSM8612,480x854,240,armeabi-v7a;armeabi,18,3
ZTE,Z787,apus,910MB,Phone,Qualcomm MSM8212,720x1280,320,armeabi-v7a;armeabi,19,3
Micromax,Canvas A1,AQ4501_sprout,963-965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19;22;23,2
Micromax,Canvas A1,AQ4502_sprout,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,22;23,2
Micromax,Canvas Hue,AQ5000,955MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2
Micromax,Canvas Juice2,AQ5001,1967MB,Phone,Mediatek MTK6582M,720x1280,320,armeabi-v7a;armeabi,21,2
Archos,QiLive 101,aqilive101,2019MB,Tablet,Rockchip RK2918,1920x1200,240,armeabi-v7a;armeabi,19,3
Plaisio,Aqua,Aqua,956MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,24,2
Xiaomi,MI 4s,aqua,2802-2804MB,Phone,Qualcomm MSM8992,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;24,3.1;3.2
Intex,Aqua 5.5 VR,Aqua_5_5_VR,928MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3
Intex,Aqua 5.5 VR+,AQUA_5_5_VR_PLUS,1917MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Intex,Aqua Aura 2GB,Aqua_Aura_2GB,1976MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2
Intex,AQUA CRYSTAL+,AQUA_CRYSTAL_PLUS,1916MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Intex,Indie 22,AQUA_FulVU_e5,801MB,Phone,Spreadtrum SC9850,480x960,240,armeabi-v7a;armeabi,24,3.2
Intex,INTEX  AQUA Lions T1,AQUA_LIONS_T1,878MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,24,2
Intex,AQUA LIONS T1 LITE,AQUA_LIONS_T1_LITE,873MB,Phone,Spreadtrum SC9830,480x854,240,armeabi-v7a;armeabi,24,2
Intex,INDIE 15,AQUA_LIONS_X1,1883MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Intex,STAARi 10,AQUA_LIONS_X1_PLUS,2899MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Intex,INTEX AQUA NOTE 5.5,AQUA_NOTE_5_5,1917MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Intex,Aqua_Q8,Aqua_Q8,963MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,23,2
Intex,Aqua Ring,Aqua_Ring,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2
Intex,Aqua Strong 5.1+,Aqua_Strong_5_1_Plus,916MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi-v7a;armeabi,23,2
Intex,Aqua Supreme+,Aqua_Supreme_Plus,1928MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3
Intex,Aqua Pride,AquaPride,966MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,23,2
bq,Aquaris A4.5,Aquaris_A45_sprout,907-936MB,Phone,Mediatek MT6735M,540x960,240,armeabi-v7a;armeabi,22;23;24,3.0;3.1
bq,Aquaris E10,Aquaris_E10,1963MB,Tablet,Mediatek MT8151,1200x1920,240,armeabi-v7a;armeabi,19,2
bq,Aquaris E10 3G,Aquaris_E10_3G,1939MB,Tablet,Mediatek MT8392,1200x1920,240,armeabi-v7a;armeabi,19,2
bq,Aquaris E4,Aquaris_E4,966-968MB,Phone,Mediatek MT6582M,480x800,240,armeabi-v7a;armeabi,19;21,2
bq,Aquaris E4.5,Aquaris_E45,963-965MB,Phone,Mediatek MT6582M,540x960,240,armeabi-v7a;armeabi,19;21,2
bq,Aquaris E5,Aquaris_E5,902-1917MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19;21;22;23,3
bq,Aquaris E5 FHD,Aquaris_E5_FHD,1944MB,Phone,Mediatek MT6592T,1080x1920,480,armeabi-v7a;armeabi,19,2
bq,Aquaris E5 HD,Aquaris_E5_HD,954-956MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19;21,2
bq,Aquaris E6,Aquaris_E6,1944MB,Phone,Mediatek MT6592T,1080x1920,480,armeabi-v7a;armeabi,19,2
bq,Aquaris M10,Aquaris_M10,1977-1979MB,Tablet,Mediatek MT8163,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,22;23,3
bq,Aquaris M10 FHD,Aquaris_M10_FHD,1961-1963MB,Tablet,Mediatek MT8163,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,22;23,3
bq,Aquaris M4.5,Aquaris_M45,933-936MB,Phone,Mediatek MT6735M,540x960,240,armeabi-v7a;armeabi,22;23,3
bq,Aquaris M5,Aquaris_M5,1910-2927MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,21;22;23;25,3.0;3.1;3.2
bq,Aquaris M5.5,Aquaris_M55,1911-2927MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,22;23;25,3.0;3.1;3.2
bq,M8,Aquaris_M8,1977MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,23,3
bq,Aquaris X5,Aquaris_X5,1912-1913MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,22;23;25,3
bq,Aquaris X5 Plus,Aquaris_X5_Plus,1865-1867MB,Phone,Qualcomm MSM8976,1080x1920,480,armeabi-v7a;armeabi,23;25,3.1;3.2
Intex,Aqua View,AquaView,1946MB,Phone,Mediatek MT6735,720x1280,320,armeabi-v7a;armeabi,22,3
Mobicell,ARC,ARC,1944MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3
Njoy,Arcas 7,Arcas_7,960MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,23,2
Hurricane,Archer,Archer,920MB,Phone,Spreadtrum SC7731C,540x960,240,armeabi-v7a;armeabi,24,2
BlackBerry,DTEK60,argon,3747MB,Phone,Qualcomm MSM8996,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Xiaomi,MI 2,aries,1870-1924MB,Phone,Qualcomm APQ8064,720x1280,320,armeabi-v7a;armeabi,16;21,2.0;3.0
Sony,Xperia Z3 Compact,aries,1775MB,Phone,Qualcomm MSM8974AC,720x1280,320,armeabi-v7a;armeabi,23,3
Xiaomi,HM 1SC,armani,868-869MB,Phone,Qualcomm MSM8x28,720x1280,320,armeabi-v7a;armeabi,18;19,3
Lenovo,A706_ROW,armani_row,756MB,Phone,Qualcomm MSM8225Q,480x854,240,armeabi-v7a;armeabi,16,2
Ulefone,Armor 2,Armor_2,5779MB,Phone,Mediatek MT6757V,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Ulefone,Armor 2S,Armor_2S,1834MB,Phone,Mediatek MT6737T,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Ulefone,Armor X,Armor_X,1823MB,Phone,Mediatek MT6739WA,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Lenovo,A860e,artini,757MB,Phone,Qualcomm MSM8625Q,540x960,240,armeabi-v7a;armeabi,16,2
GSmart,Arty A3,Arty_A3,963MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2
Samsung,GT-I8262D,aruba3gchn,,Phone,Qualcomm MSM8225,800x480,240,armeabi-v7a;armeabi,16,2
Samsung,Galaxy Duos,aruba3gcmcc,,Phone,Marvell PXA988,480x800,240,armeabi-v7a;armeabi,16,2
Samsung,Galaxy Style Duos,aruba3gduosctc,,Phone,Qualcomm MSM8625,480x800,240,armeabi-v7a;armeabi,16,2
Samsung,Galaxy Core,arubaslim,842MB,Phone,Qualcomm MSM8225,480x800,240,armeabi-v7a;armeabi,16,2
Samsung,Galaxy Core,arubaslimss,842MB,Phone,Qualcomm MSM8225,480x800,240,armeabi-v7a;armeabi,16,2
Vestel,Venus V3 5020,Arya,920MB,Phone,Mediatek MT6735P,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3
Tiwell,AS-501,AS_501,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
DEXP,AS160,AS160,3762MB,Phone,Mediatek MT6570,720x1512,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Motorola,Photon,asanti_c,823MB,Phone,Qualcomm MSM8960,540x960,240,armeabi-v7a;armeabi,15;16,2
Asanzo,S3 Plus,ASANZO_S3_PLUS,1886MB,Phone,Mediatek MT6739WW,640x1280,320,armeabi-v7a;armeabi,27,3.2
Multilaser,M7I-3G,astar-ococci,512MB,Phone,Allwinner A33,480x800,160,armeabi-v7a;armeabi,19,2
Trio,7.85,astar-y3,822MB,Tablet,Allwinner A33,768x1024,160,armeabi-v7a;armeabi,19,2
Samsung,Galaxy A8 Star,astarqlte,5703MB,Phone,Qualcomm SDM660,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy A9 Star,astarqltechn,3705MB,Phone,Qualcomm SDM660,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy A9 Star,astarqltecmcc,3705MB,Phone,Qualcomm SDM660,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy A8 Star,astarqlteskt,3704MB,Phone,Qualcomm SDM660,2009x1080,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Ziox,Astra Blaze,Astra_Blaze,877MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi-v7a;armeabi,24,2
Ziox,Astra Curve 4G,Astra_Curve_4G,1889MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi-v7a;armeabi,24,2
Ziox,Astra Curve Pro,Astra_Curve_Pro,877MB,Phone,Spreadtrum SC9832A,720x1280,320,armeabi-v7a;armeabi,24,2
Ziox,Astra NXT Pro,Astra_NXT_Pro,878MB,Phone,Spreadtrum SC9832A,480x800,240,armeabi-v7a;armeabi,24,2
Ziox,Astra Star,Astra_Star,877MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi-v7a;armeabi,24,2
Ziox,Astra Young Pro,Astra_Young_Pro,877MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi-v7a;armeabi,24,2
Mobicell,ASTRO,ASTRO,451MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Maxwest,Astro_55N_LTE,Astro_55N_LTE,862MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Maxwest,Astro 5N LTE,Astro_5N_LTE,877MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi-v7a;armeabi,24,2
Astro,Genesis_S8,Astro_Genesis_S8,2818MB,Phone,Mediatek MT6750T,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Asus,ZenFone 3 Ultra (ZU680KL),ASUS_A001,3617-3620MB,Phone,Qualcomm MSM8976,1920x1080,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
Asus,ZenFone AR (ZS571KL),ASUS_A002,5772MB,Phone,Qualcomm MSM8996Pro,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Asus,ZenFone AR,ASUS_A002_1,5774MB,Phone,Qualcomm MSM8996,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Asus,ZenFone Ares (ZS572KL),ASUS_A002_2,7776MB,Phone,Qualcomm MSM8996,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Asus,ZenFone V,ASUS_A006,3739-3740MB,Phone,Qualcomm MSM8996,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Asus,ZenFone Live (ZB501KL),ASUS_A007,1884MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,23,3
Asus,ZenFone V Live,ASUS_A009,1850-1852MB,Phone,Qualcomm MSM8917,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;27,3
Asus,ZenFone Go (ZB690KG),ASUS_L001_1,911MB,Tablet,Qualcomm MSM8212,600x1024,160,armeabi-v7a;armeabi,22,3
Asus,ZenFone Go (ZB690KG),ASUS_L001_2,911MB,Tablet,Qualcomm MSM8212,600x1024,160,armeabi-v7a;armeabi,22,3
Asus,ZenPad 3S 10 LTE (Z500KL),ASUS_P00I,3631-3634MB,Tablet,Qualcomm MSM8956,1536x2048,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
Asus,ZenPad Z8s,ASUS_P00J,2862-2863MB,Tablet,Qualcomm MSM8976,1536x2048,360,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Asus,ZenPad 10 (Z301ML),ASUS_P00L_1,1538MB,Tablet,Mediatek MT8735,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Asus,ZenPad 10 (Z301MFL),ASUS_P00L_2,2528MB,Tablet,Mediatek MT8735,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Asus,ZenPad 10 (Z301M),ASUS_P028_1,1953MB,Tablet,Mediatek MT8163,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Asus,ZenPad 10 (Z301MF),ASUS_P028_2,1937MB,Tablet,Mediatek MT8163A,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Asus,PadFone mini,ASUS_T00E,964-971MB,Phone,Intel Z2520,480x800,213,x86;armeabi-v7a;armeabi,18;19,2
Asus,ZenFone 5,ASUS_T00F,1978-1984MB,Phone,Intel Z2580,720x1280,320,x86;armeabi-v7a;armeabi,18;19;21,2
Asus,ZenFone 5 (A500CG),ASUS_T00F1,1980-1984MB,Phone,Intel Z2520,720x1280,320,x86;armeabi-v7a;armeabi,19;21,2
Asus,ZenFone 6,ASUS_T00G,1990-1996MB,Phone,Intel Z2580,720x1280,320,x86;armeabi-v7a;armeabi,18;19;21,2
Asus,ZenFone 4 (A400CG),ASUS_T00I,979-983MB,Phone,Intel Z2520,480x800,240,x86;armeabi-v7a;armeabi,18;19;21,2
Asus,ZenFone 5,ASUS_T00J,1978-1984MB,Phone,Intel Z2560,720x1280,320,x86;armeabi-v7a;armeabi,18;19;21,2
Asus,ZenFone 5 (A501CG),ASUS_T00J1,1980-1984MB,Phone,Intel Z2520,720x1280,320,x86;armeabi-v7a;armeabi,19;21,2
Asus,ZenFone 5 (A502CG),ASUS_T00K,968MB,Phone,Intel Z2520,540x960,240,x86;armeabi-v7a;armeabi,19,2
